Tiempo,Acetona %w,Etanol %w,Butanol %w,Reflujo,Flujo de salida lateral,Carga térmica
0,0.997005,0.98682,0.999365,20.3137,0.724048,81499.9
0.4,0.997003,0.98557,0.999241,15.7559,0.843315,63049.6
0.8,0.997001,0.982834,0.999002,11.2079,0.86915,45910
1.2,0.996995,0.979251,0.998719,6.68571,0.806897,29680.3
1.6,0.996978,0.975184,0.998369,2.194,0.657276,14616.3
2,0.996952,0.973653,0.996941,0,0.55113,9694.36
2.4,0.996857,0.971819,0.995281,0,0.40848,10364
2.8,0.996648,0.969228,0.994022,0,0.198911,10502.5
3.2,0.996263,0.965379,0.993041,0,0,10521.3
3.6,0.995598,0.959805,0.992269,0,0,10555.8
4,0.994504,0.95257,0.991655,0.0276608,0,10570.5
4.4,0.993173,0.944268,0.991172,0.757884,0,10584.7
4.8,0.992219,0.935627,0.990795,0.95137,0,10570.3
5.2,0.991435,0.92725,0.990495,1.01367,0,10582.5
5.6,0.990709,0.919722,0.990256,1.26235,0,10580.6
6,0.990061,0.913266,0.990058,1.60333,0,10705.7
6.4,0.989468,0.90878,0.989909,2.07407,0,10754.7
6.8,0.988915,0.906286,0.989796,2.67948,0,10761.3
7.2,0.988369,0.905528,0.989711,3.5145,0,10721.9
7.6,0.987822,0.905737,0.989646,4.60574,0,10652.5
8,0.987289,0.905986,0.98959,5.9249,0,10634.3
8.4,0.986775,0.905709,0.98956,7.39215,0,10520.2
8.8,0.986334,0.904893,0.989529,8.88481,0,10424.1
9.2,0.98597,0.9038,0.989508,10.339,0,10383.9
9.6,0.98568,0.902667,0.989489,11.7297,0,10289.8
10,0.98546,0.901052,0.98947,13.035,0,10226.1
10.4,0.985303,0.898609,0.989451,14.2533,0,10180.1
10.8,0.985191,0.894736,0.989441,15.3856,0,10122.7
11.2,0.985123,0.888484,0.989388,16.433,0,10429.7
11.6,0.985062,0.886351,0.98866,17.5152,0,17109.4
12,0.98503,0.887886,0.987765,18.5085,0,26760.9
12.4,0.985195,0.921969,0.986841,18.9201,0.300244,38469.3
12.8,0.985665,0.966768,0.986303,18.312,1.44778,48495.9
13.2,0.986383,0.979147,0.986292,16.7135,1.4481,54686.4
13.6,0.987207,0.981979,0.986723,14.4425,1.4481,56798.6
14,0.988019,0.982608,0.987514,11.8443,1.4481,54714.3
14.4,0.988724,0.982352,0.988587,9.19852,1.4481,48492.9
14.8,0.98928,0.981259,0.989649,6.69159,1.4481,40170
15.2,0.989686,0.979484,0.990633,4.40051,1.44809,30451.4
15.6,0.989947,0.97715,0.99142,2.37359,1.42189,20684
16,0.99008,0.975008,0.991908,0.625367,1.32494,12099.7
16.4,0.990113,0.973434,0.991506,0,1.21825,10805.6
16.8,0.990051,0.971072,0.991037,0,1.04781,10918.2
17.2,0.989878,0.967441,0.990691,0,0.777404,10877.5
17.6,0.989565,0.962481,0.990431,0,0.380686,10742.1
18,0.989092,0.95667,0.990212,0.269401,0,10677.1
18.4,0.988631,0.950504,0.990038,0.757244,0,10648.4
18.8,0.988328,0.944425,0.9899,0.981399,0,10654
19.2,0.988112,0.938758,0.989785,1.06488,0,10711.8
19.6,0.987909,0.933762,0.989681,1.19479,0,10851.3
20,0.987706,0.929793,0.989611,1.42909,0,10903.4
20.4,0.987501,0.927364,0.989561,1.75945,0,10905.4
20.8,0.987294,0.926213,0.989522,2.18267,0,10889.8
21.2,0.987086,0.925784,0.989494,2.70965,0,10849.4
21.6,0.986878,0.925383,0.989475,3.34531,0,10793
22,0.986669,0.924501,0.989457,4.07613,0,10748
22.4,0.986465,0.922991,0.989446,4.87544,0,10698.7
22.8,0.986285,0.920999,0.989438,5.69729,0,10617
23.2,0.986137,0.9191,0.989433,6.50211,0,10519.7
23.6,0.98602,0.917631,0.989428,7.27094,0,10467.1
24,0.98594,0.916269,0.989423,7.9903,0,10369.7
24.4,0.985888,0.914899,0.989419,8.65221,0,10312.9
24.8,0.985863,0.913276,0.989414,9.25562,0,10275.7
25.2,0.985861,0.911041,0.989368,9.79806,0,10581.6
25.6,0.985867,0.909002,0.988902,10.3193,0,14885.8
26,0.985892,0.906748,0.988421,10.7697,0,20262.9
26.4,0.985996,0.912925,0.987945,10.9727,0,26551
26.8,0.986226,0.942839,0.987596,10.7359,0.296854,32620
27.2,0.986586,0.966915,0.987538,9.99055,0.846256,36683.8
27.6,0.987036,0.974964,0.987782,8.80551,1.05995,38066.1
28,0.987501,0.97683,0.988273,7.34527,1.11656,36702.6
28.4,0.987934,0.976602,0.988904,5.78241,1.10585,33042.4
28.8,0.988286,0.975914,0.989623,4.27459,1.0684,27258.2
29.2,0.988548,0.974346,0.99018,2.8842,0.978053,21565.5
29.6,0.988718,0.972366,0.990634,1.65866,0.840229,15776.5
30,0.988805,0.970426,0.99086,0.617515,0.668623,11162
30.4,0.988797,0.968601,0.990557,4.74E-15,0.46988,10997.1
30.8,0.988631,0.965968,0.990311,0,0.201621,10958
31.2,0.988312,0.962247,0.990117,0.187625,0,10941.2
31.6,0.987979,0.957533,0.989972,0.640703,0,10812.7
32,0.987758,0.952249,0.989851,0.900022,0,10775.9
32.4,0.987618,0.946573,0.989738,1.01302,0,10900.5
32.8,0.987497,0.941066,0.989659,1.11537,0,10922.8
33.2,0.987377,0.936112,0.989599,1.27088,0,10913.6
33.6,0.987254,0.932093,0.989548,1.50281,0,10936.3
34,0.987122,0.928867,0.989514,1.81135,0,10921.4
34.4,0.986989,0.926305,0.989487,2.18651,0,10903.1
34.8,0.986859,0.924148,0.989465,2.6204,0,10874.4
35.2,0.986729,0.922213,0.989449,3.1037,0,10854.2
35.6,0.98661,0.920288,0.989435,3.6168,0,10818.7
36,0.986506,0.918339,0.989428,4.13673,0,10765.4
36.4,0.986421,0.91641,0.989422,4.64437,0,10740.6
36.8,0.986357,0.914696,0.989416,5.12536,0,10678.8
37.2,0.986315,0.913438,0.989413,5.56722,0,10593.5
37.6,0.986293,0.912254,0.989411,5.9639,0,10517.4
38,0.986291,0.911094,0.989408,6.31423,0,10477.5
38.4,0.9863,0.90976,0.989266,6.6186,0,11615.8
38.8,0.98632,0.90797,0.988987,6.91299,0,14423.5
39.2,0.98634,0.905906,0.988692,7.1607,0,17965.5
39.6,0.98641,0.908873,0.98841,7.26307,0,21890.1
40,0.986545,0.926031,0.988218,7.13165,0,25548.9
40.4,0.986751,0.948879,0.988192,6.71831,0.17058,28080.1
40.8,0.987012,0.962793,0.98835,6.04195,0.340199,28995.6
41.2,0.987293,0.968301,0.988656,5.17584,0.35617,28183.5
41.6,0.987563,0.969754,0.989053,4.2167,0.275419,25897.9
42,0.987793,0.9693,0.989479,3.254,0.129572,22605.6
42.4,0.987966,0.968319,0.989882,2.36644,2.37E-16,18583.9
42.8,0.988079,0.966637,0.990167,1.58667,0,14931.7
43.2,0.988132,0.964712,0.990326,0.937509,0,11896.3
43.6,0.988122,0.962818,0.990238,0.462377,0,10744.5
44,0.988005,0.960318,0.990038,0.325163,0,10938
44.4,0.987791,0.956896,0.989895,0.55406,0,10962
44.8,0.987583,0.952434,0.989764,0.866096,0,11155.5
45.2,0.98743,0.947221,0.989706,1.09359,0,10959.8
45.6,0.987322,0.941833,0.989633,1.25043,0,10989.7
46,0.987222,0.936669,0.989581,1.41249,0,10945
46.4,0.987124,0.931993,0.989538,1.61909,0,10929.5
46.8,0.987026,0.927864,0.989504,1.88613,0,10916.1
47.2,0.986928,0.924294,0.989479,2.20743,0,10899.6
47.6,0.986832,0.921152,0.989458,2.56385,0,10895.3
48,0.98674,0.918452,0.989441,2.94126,0,10885.2
48.4,0.98666,0.916115,0.989427,3.32021,0,10870.6
48.8,0.986598,0.914132,0.989419,3.68416,0,10849.8
49.2,0.986554,0.912729,0.98941,4.02184,0,10832
49.6,0.986527,0.911527,0.989404,4.32518,0,10798.3
50,0.986513,0.910127,0.989197,4.60717,0,12605.4
50.4,0.986499,0.908298,0.989042,4.91095,0,14387.6
50.8,0.986485,0.906771,0.988858,5.1775,0,16735.8
51.2,0.986515,0.908726,0.988692,5.34481,0,19292.5
51.6,0.986585,0.919477,0.988577,5.35829,0,21698.8
52,0.986711,0.93747,0.988557,5.18171,0,23478.8
52.4,0.986875,0.951866,0.988643,4.8252,0,24301.6
52.8,0.987055,0.959643,0.988825,4.32264,0,24050.8
53.2,0.98724,0.962957,0.989082,3.73104,0,22731
53.6,0.987411,0.963896,0.989358,3.11048,0,20735.1
54,0.987551,0.963401,0.989615,2.50612,0,18360.7
54.4,0.987649,0.962053,0.98983,1.95515,0,15902.7
54.8,0.987709,0.960333,0.989982,1.48682,0,13552.9
55.2,0.98773,0.958333,0.990031,1.1184,0,11893.2
55.6,0.987704,0.956146,0.990016,0.874012,0,10700.3
56,0.987637,0.95365,0.989911,0.781746,0,10431.1
56.4,0.987517,0.950543,0.98974,0.885865,0,10991.2
56.8,0.987382,0.946648,0.989667,1.1104,0,10935.5
57.2,0.987248,0.942054,0.989612,1.34236,0,10976.3
57.6,0.987149,0.937131,0.989558,1.55396,0,10920.4
58,0.987069,0.932398,0.989518,1.75717,0,10971.5
58.4,0.986993,0.928072,0.989489,1.97622,0,10925.1
58.8,0.986921,0.924328,0.989464,2.21915,0,10907.5
59.2,0.986849,0.921414,0.989402,2.48624,0,11275.8
59.6,0.986774,0.918541,0.989321,2.80922,0,11965.8
60,0.9867,0.916107,0.989244,3.14456,0,12733.8
60.4,0.986634,0.913786,0.989145,3.52235,0,13980.4
60.8,0.986587,0.912871,0.989041,3.8576,0,15408.2
61.2,0.986564,0.91474,0.988937,4.1337,0,16973.6
61.6,0.986573,0.920757,0.988864,4.31613,0,18533.1
62,0.986623,0.930603,0.988827,4.37877,0,19887.7
62.4,0.986706,0.941487,0.988839,4.30974,0,20843.2
62.8,0.986818,0.950251,0.98891,4.11469,0,21256.5
63.2,0.986941,0.955783,0.989028,3.81519,0,21072.5
63.6,0.987067,0.958641,0.989181,3.44311,0,20329.8
64,0.987192,0.959685,0.989344,3.03379,0,19143.2
64.4,0.987309,0.959537,0.989509,2.62051,0,17671.7
64.8,0.987394,0.958584,0.989653,2.2313,0,16086.3
65.2,0.987451,0.95708,0.989757,1.88793,0,14544.3
65.6,0.987481,0.9552,0.989823,1.6064,0,13189
66,0.98748,0.953038,0.989834,1.40081,0,12199
66.4,0.987452,0.950642,0.989815,1.28008,0,11441.5
66.8,0.987402,0.948034,0.989767,1.24497,0,11001.9
67.2,0.987332,0.945184,0.989701,1.29178,0,10868.5
67.6,0.987252,0.942024,0.989628,1.41171,0,10933.3
68,0.987168,0.938554,0.989555,1.58611,0,11096.7
68.4,0.987084,0.934834,0.989482,1.79586,0,11402.6
68.8,0.986999,0.930887,0.989409,2.03429,0,11978
69.2,0.986915,0.926882,0.989336,2.29966,0,12558.4
69.6,0.986845,0.923307,0.989266,2.5805,0,13224.1
70,0.986782,0.920768,0.989205,2.86493,0,14063.6
70.4,0.986731,0.919995,0.989144,3.13877,0,14940.2
70.8,0.986699,0.921537,0.989088,3.38052,0,15887.7
71.2,0.986687,0.92549,0.989045,3.57119,0,16828
71.6,0.986699,0.93129,0.989021,3.69463,0,17687.9
72,0.986734,0.937818,0.989021,3.74008,0,18382.9
72.4,0.98679,0.943884,0.989049,3.70415,0,18836.8
72.8,0.986861,0.948721,0.9891,3.59143,0,18996.8
73.2,0.986946,0.952111,0.989175,3.41362,0,18843.8
73.6,0.98703,0.954185,0.989264,3.18749,0,18396.2
74,0.98711,0.955186,0.989357,2.93231,0,17704.8
74.4,0.987184,0.95535,0.989451,2.67096,0,16856.3
74.8,0.987244,0.954859,0.989539,2.41083,0,15893
75.2,0.987289,0.953857,0.989605,2.17767,0,14944.2
75.6,0.987314,0.952455,0.98965,1.98017,0,14062.7
76,0.987322,0.950738,0.989671,1.82746,0,13316.7
76.4,0.987312,0.948738,0.989663,1.72743,0,12787.6
76.8,0.987284,0.946498,0.989643,1.68336,0,12405.1
77.2,0.987244,0.944048,0.989609,1.69331,0,12202.5
77.6,0.987196,0.941423,0.98956,1.75306,0,12168.8
78,0.987137,0.938666,0.98951,1.85658,0,12286
78.4,0.987078,0.935859,0.989457,1.99659,0,12533.4
78.8,0.98702,0.933128,0.989405,2.16499,0,12890.1
79.2,0.986963,0.930706,0.989353,2.35313,0,13346.2
79.6,0.986908,0.928866,0.989301,2.55292,0,13926.5
80,0.986862,0.927944,0.989248,2.75431,0,14534.8
80.4,0.986828,0.928226,0.989196,2.94356,0,15188.6
80.8,0.986807,0.929846,0.989165,3.10817,0,15843.5
81.2,0.986798,0.932668,0.989143,3.23682,0,16461.4
81.6,0.986805,0.936285,0.989133,3.32055,0,16998.7
82,0.98683,0.940149,0.989138,3.35385,0,17412.7
82.4,0.986867,0.943754,0.989162,3.33536,0,17668.3
82.8,0.986913,0.946758,0.989199,3.26802,0,17742.7
83.2,0.986966,0.949013,0.989248,3.15864,0,17630.3
83.6,0.987019,0.950512,0.989304,3.01692,0,17343.3
84,0.987072,0.951322,0.989362,2.85429,0,16910.1
84.4,0.987124,0.951535,0.98942,2.68275,0,16371
84.8,0.987163,0.951245,0.989478,2.51383,0,15773.1
85.2,0.987194,0.950535,0.989519,2.35792,0,15164.5
85.6,0.987214,0.949478,0.989548,2.22374,0,14589.5
86,0.987223,0.948135,0.989565,2.11812,0,14085.4
86.4,0.987217,0.946556,0.989568,2.04589,0,13680.1
86.8,0.9872,0.944787,0.989558,2.00981,0,13394.1
87.2,0.987176,0.942865,0.989532,2.01114,0,13242.9
87.6,0.987143,0.940844,0.989504,2.0482,0,13200.6
88,0.987107,0.938802,0.989467,2.1171,0,13272
88.4,0.98707,0.936829,0.98943,2.21296,0,13448.3
88.8,0.987032,0.935047,0.989391,2.33069,0,13733.9
89.2,0.986995,0.93361,0.989352,2.46364,0,14084.6
89.6,0.986957,0.93269,0.989313,2.60365,0,14495.3
90,0.986919,0.932447,0.989274,2.74228,0,14942.9
90.4,0.986892,0.932973,0.989246,2.871,0,15404.6
90.8,0.986876,0.934249,0.989222,2.98171,0,15855.1
91.2,0.986874,0.936137,0.989211,3.06742,0,16267.4
91.6,0.98688,0.938406,0.989208,3.12282,0,16615
92,0.986894,0.940776,0.989213,3.14483,0,16873.9
92.4,0.986919,0.943002,0.989232,3.13418,0,17028.3
92.8,0.986952,0.944929,0.989259,3.09,0,17064.6
93.2,0.986987,0.946429,0.98929,3.01818,0,16977.6
93.6,0.987021,0.947458,0.989326,2.92471,0,16782.7
94,0.987056,0.948029,0.989361,2.81687,0,16495
94.4,0.98709,0.948181,0.989397,2.70634,0,16153
94.8,0.987118,0.947962,0.989432,2.58898,0,15743.3
95.2,0.98714,0.947408,0.989468,2.48372,0,15344.9
95.6,0.987153,0.946576,0.989488,2.39278,0,14961.3
96,0.987159,0.945513,0.989501,2.32107,0,14622.9
96.4,0.987156,0.94426,0.989502,2.27219,0,14348
96.8,0.987145,0.942874,0.989495,2.24825,0,14150.5
97.2,0.98713,0.941397,0.989481,2.24993,0,14038
97.6,0.987105,0.939889,0.989459,2.27648,0,14012.5
98,0.98708,0.938406,0.989436,2.32581,0,14071.4
98.4,0.987054,0.937041,0.989411,2.39463,0,14207.9
98.8,0.987027,0.935882,0.989385,2.47864,0,14412.3
99.2,0.987,0.935031,0.989359,2.57273,0,14671.9
99.6,0.986974,0.934577,0.989333,2.67117,0,14972.2
100,0.986947,0.934566,0.989307,2.76832,0,15294.8
100.4,0.986934,0.935058,0.989282,2.8575,0,15628.3
100.8,0.986923,0.935995,0.989264,2.9338,0,15945.7
101.2,0.986922,0.93728,0.989256,2.99241,0,16232.5
101.6,0.986927,0.938775,0.989256,3.02989,0,16469.6
102,0.986938,0.94032,0.98926,3.04433,0,16642
102.4,0.986956,0.941785,0.989276,3.03549,0,16738.8
102.8,0.986977,0.943056,0.989293,3.00478,0,16754.5
103.2,0.986999,0.944061,0.989318,2.95511,0,16689.6
103.6,0.987023,0.944762,0.989344,2.89059,0,16551.1
104,0.987046,0.945148,0.989369,2.81611,0,16351.1
104.4,0.987069,0.945228,0.989394,2.73702,0,16106.4
104.8,0.987092,0.945026,0.989419,2.65863,0,15836
105.2,0.987106,0.944573,0.989438,2.58596,0,15560
105.6,0.987116,0.943901,0.989453,2.52339,0,15297.6
106,0.987119,0.943051,0.989459,2.4745,0,15065.8
106.4,0.987119,0.94206,0.989462,2.44189,0,14878.4
106.8,0.987109,0.940973,0.989455,2.42716,0,14745.5
107.2,0.987099,0.939837,0.989446,2.43078,0,14673.1
107.6,0.98708,0.938816,0.98943,2.44932,0,14659.8
108,0.987062,0.937631,0.989414,2.48937,0,14712.2
108.4,0.987043,0.936676,0.989395,2.54096,0,14821.9
108.8,0.987024,0.935916,0.989376,2.60318,0,14979.9
109.2,0.987005,0.935407,0.989357,2.67217,0,15178.1
109.6,0.986986,0.935197,0.989338,2.74373,0,15404.6
110,0.986969,0.935311,0.98932,2.81349,0,15646.5
110.4,0.98696,0.935743,0.989301,2.87719,0,15890
110.8,0.986953,0.936455,0.989292,2.93097,0,16120.8
111.2,0.986953,0.937377,0.989286,2.97166,0,16325.1
111.6,0.986956,0.938424,0.989288,2.99698,0,16490.7
112,0.986967,0.939492,0.989292,3.00576,0,16607.5
112.4,0.986977,0.9405,0.989304,2.99796,0,16668.8
112.8,0.986995,0.941373,0.989317,2.97472,0,16671.9
113.2,0.987012,0.942059,0.989333,2.93819,0,16618.2
113.6,0.98703,0.942527,0.989349,2.89133,0,16513.4
114,0.987047,0.942766,0.989366,2.8377,0,16366.5
114.4,0.987061,0.942778,0.989383,2.78113,0,16189.6
114.8,0.987076,0.942576,0.989399,2.72546,0,15996.2
115.2,0.987086,0.942183,0.989416,2.67432,0,15800.8
115.6,0.987092,0.94162,0.98943,2.63091,0,15616.8
116,0.987095,0.94093,0.989433,2.59781,0,15456.2
116.4,0.987091,0.940141,0.989434,2.57692,0,15329.2
116.8,0.987087,0.939292,0.989429,2.56932,0,15242.9
117.2,0.987075,0.938428,0.989423,2.57529,0,15201.8
117.6,0.987064,0.937582,0.989409,2.59433,0,15207.5
118,0.987051,0.936814,0.989395,2.62515,0,15258.7
118.4,0.987038,0.936168,0.989382,2.6658,0,15351.7
118.8,0.987025,0.935688,0.989368,2.71376,0,15480.7
119.2,0.987011,0.935411,0.989353,2.76609,0,15637.9
119.6,0.986998,0.93536,0.989339,2.81958,0,15814
120,0.986985,0.935541,0.989325,2.87099,0,15998.8
120.4,0.986977,0.935939,0.989315,2.91722,0,16181.7
120.8,0.986974,0.936518,0.98931,2.95551,0,16351.8
121.2,0.986973,0.937225,0.989306,2.98368,0,16499
121.6,0.986979,0.937996,0.989309,3.00023,0,16614.8
122,0.986984,0.938772,0.989312,3.00449,0,16692.6
122.4,0.986995,0.939488,0.989323,2.99663,0,16728.4
122.8,0.987007,0.940097,0.989334,2.97767,0,16721.2
123.2,0.98702,0.940563,0.989345,2.94931,0,16673
123.6,0.987032,0.940865,0.989358,2.91386,0,16588.8
124,0.987043,0.940993,0.98937,2.87398,0,16475.8
124.4,0.987054,0.94095,0.989383,2.83257,0,16343.2
124.8,0.987065,0.940747,0.989395,2.79247,0,16201.4
125.2,0.987072,0.940399,0.989408,2.75637,0,16060.4
125.6,0.987075,0.939931,0.989413,2.7266,0,15930.5
126,0.987078,0.939369,0.989415,2.70501,0,15820.4
126.4,0.987074,0.938742,0.989416,2.69293,0,15737.1
126.8,0.987069,0.938093,0.98941,2.69103,0,15685.7
127.2,0.987061,0.93744,0.989405,2.6994,0,15669.2
127.6,0.987051,0.936834,0.989395,2.71747,0,15688.4
128,0.98704,0.936307,0.989384,2.74411,0,15741.8
128.4,0.987029,0.935895,0.989372,2.77768,0,15826
128.8,0.98702,0.935625,0.989361,2.81612,0,15936
129.2,0.987011,0.935518,0.98935,2.8571,0,16065.3
129.6,0.987001,0.935583,0.989342,2.89813,0,16206.3
130,0.986992,0.93582,0.989333,2.93674,0,16350.7
130.4,0.986989,0.936197,0.989324,2.97065,0,16490.2
130.8,0.986988,0.93669,0.989322,2.99789,0,16616.7
131.2,0.986986,0.937255,0.989321,3.01697,0,16722.7
131.6,0.986993,0.937844,0.989323,3.02697,0,16802.5
132,0.986999,0.938424,0.989329,3.02759,0,16851.7
132.4,0.987005,0.938941,0.989335,3.01921,0,16868.4
132.8,0.987013,0.939366,0.989343,3.00275,0,16852.7
133.2,0.987021,0.939676,0.989351,2.9797,0,16807.2
133.6,0.987029,0.939857,0.98936,2.95192,0,16736.3
134,0.987037,0.939908,0.989368,2.92269,0,16649.9
134.4,0.987046,0.939835,0.989376,2.89076,0,16539.6
134.8,0.987054,0.93963,0.989385,2.86167,0,16439.5
135.2,0.987062,0.93932,0.989393,2.83641,0,16335.8
135.6,0.987065,0.938926,0.989401,2.81665,0,16244.9
136,0.987064,0.93847,0.989404,2.8037,0,16171.5
136.4,0.987062,0.937984,0.989401,2.79843,0,16120.8
136.8,0.987057,0.937496,0.989399,2.80118,0,16096.2
137.2,0.987049,0.937028,0.989392,2.81182,0,16099.4
137.6,0.987042,0.936613,0.989383,2.82972,0,16130.1
138,0.987035,0.93628,0.989375,2.85381,0,16186.8
138.4,0.987027,0.93605,0.989366,2.88265,0,16266
138.8,0.98702,0.935942,0.989359,2.9145,0,16363.2
139.2,0.987012,0.935962,0.989351,2.94744,0,16472.7
139.6,0.987005,0.936111,0.989344,2.97953,0,16588
140,0.986997,0.936378,0.989336,3.00885,0,16702.9
140.4,0.986997,0.936741,0.989332,3.03372,0,16810.3
140.8,0.986997,0.93717,0.989332,3.05276,0,16904.3
141.2,0.986997,0.937637,0.989332,3.06502,0,16979.6
141.6,0.987003,0.938104,0.989334,3.06998,0,17032.3
142,0.987009,0.938537,0.98934,3.06768,0,17060.1
142.4,0.987015,0.938911,0.989346,3.05861,0,17062.2
142.8,0.987021,0.939203,0.989353,3.04373,0,17039.9
143.2,0.987027,0.939399,0.98936,3.02436,0,16995.9
143.6,0.987034,0.939491,0.989366,3.00207,0,16934.5
144,0.98704,0.93948,0.989373,2.97863,0,16861
144.4,0.987047,0.93937,0.98938,2.95572,0,16781.6
144.8,0.987053,0.939173,0.989387,2.93509,0,16702.4
145.2,0.987056,0.938903,0.989394,2.91821,0,16629.6
145.6,0.987055,0.938581,0.989395,2.90628,0,16568.7
146,0.987055,0.938224,0.989394,2.90018,0,16524
146.4,0.987053,0.937862,0.989393,2.9004,0,16499.1
146.8,0.987047,0.937507,0.989388,2.90701,0,16495.9
147.2,0.98704,0.93719,0.989381,2.91967,0,16515
147.6,0.987034,0.936934,0.989375,2.93769,0,16555.4
148,0.987028,0.936756,0.989368,2.96001,0,16615.1
148.4,0.987023,0.93667,0.989362,2.98533,0,16690.8
148.8,0.987017,0.936684,0.989356,3.01217,0,16778
149.2,0.987012,0.936797,0.989351,3.03893,0,16872
149.6,0.987007,0.937004,0.989345,3.06407,0,16967.2
150,0.987003,0.937288,0.989339,3.08614,0,17058.4
150.4,0.987003,0.937633,0.989338,3.10394,0,17140.3
150.8,0.987004,0.938009,0.989339,3.11655,0,17208.6
151.2,0.987005,0.938387,0.98934,3.12343,0,17259.7
151.6,0.98701,0.938751,0.989343,3.12444,0,17291.3
152,0.987016,0.939074,0.989349,3.11983,0,17302.4
152.4,0.987022,0.939337,0.989355,3.11025,0,17293.6
152.8,0.987027,0.939526,0.989361,3.09665,0,17266.5
153.2,0.987033,0.939635,0.989367,3.08023,0,17224.4
153.6,0.987037,0.939661,0.989372,3.06238,0,17171.2
154,0.987041,0.939608,0.989377,3.04452,0,17111.7
154.4,0.987046,0.939484,0.989382,3.02805,0,17050.9
154.8,0.98705,0.939298,0.989386,3.01425,0,16993.8
155.2,0.98705,0.939068,0.989388,3.00418,0,16945.1
155.6,0.987049,0.938808,0.989387,2.99867,0,16908.6
156,0.987047,0.938543,0.989386,2.99821,0,16887.5
156.4,0.987045,0.938283,0.989385,3.00297,0,16883.7
156.8,0.987042,0.938053,0.989379,3.01278,0,16897.9
157.2,0.987039,0.937867,0.989374,3.02715,0,16930
157.6,0.987036,0.937742,0.989368,3.04529,0,16978.2
158,0.987032,0.93769,0.989363,3.06617,0,17040.2
158.4,0.987029,0.937715,0.989357,3.0886,0,17112.5
158.8,0.987026,0.937818,0.989352,3.11128,0,17191.2
159.2,0.987023,0.937995,0.989348,3.13293,0,17271.7
159.6,0.987019,0.938234,0.989346,3.15233,0,17349.8
160,0.987016,0.938519,0.989344,3.16844,0,17421.1
160.4,0.987013,0.938831,0.989342,3.18044,0,17481.9
160.8,0.98701,0.939147,0.989345,3.18782,0,17529
161.2,0.987012,0.939455,0.989348,3.19039,0,17560.5
161.6,0.987017,0.93973,0.989351,3.18829,0,17575.2
162,0.987022,0.93996,0.989354,3.18198,0,17573.6
162.4,0.987026,0.940132,0.989358,3.17221,0,17556.8
162.8,0.987031,0.940241,0.989362,3.15994,0,17527.2
163.2,0.987035,0.940283,0.989366,3.14628,0,17488.1
163.6,0.987038,0.940262,0.98937,3.13241,0,17443.2
164,0.987041,0.940181,0.989374,3.11951,0,17396.8
164.4,0.987043,0.940054,0.989378,3.10867,0,17352.8
164.8,0.987046,0.939891,0.989382,3.1008,0,17315.3
165.2,0.987045,0.939704,0.989384,3.09663,0,17287.6
165.6,0.987042,0.939511,0.989381,3.09642,0,17274.6
166,0.98704,0.939327,0.989379,3.10083,0,17269.9
166.4,0.987037,0.939164,0.989376,3.1094,0,17284.8
166.8,0.987034,0.939036,0.989373,3.12182,0,17313.7
167.2,0.987031,0.938961,0.98937,3.13746,0,17356
167.6,0.987028,0.938945,0.989366,3.15546,0,17410
168,0.987024,0.93899,0.989363,3.17484,0,17472.7
168.4,0.987021,0.939098,0.989359,3.19448,0,17540.9
168.8,0.987017,0.939263,0.989356,3.21334,0,17610.6
169.2,0.987014,0.939478,0.989352,3.23036,0,17678.6
169.6,0.987011,0.939728,0.989349,3.24466,0,17740.9
170,0.98701,0.939992,0.989345,3.25556,0,17794.4
170.4,0.987013,0.94026,0.989348,3.26261,0,17836.5
170.8,0.987016,0.940528,0.989351,3.26563,0,17865.6
171.2,0.987018,0.94076,0.989353,3.26475,0,17880.8
171.6,0.987021,0.940956,0.989356,3.26034,0,17882.3
172,0.987024,0.941108,0.989359,3.25304,0,17871.2
172.4,0.987027,0.941205,0.989362,3.24364,0,17849.6
172.8,0.98703,0.94125,0.989366,3.23309,0,17820.2
173.2,0.987033,0.941245,0.989369,3.22239,0,17786.1
173.6,0.987036,0.94119,0.989372,3.21254,0,17750.9
174,0.987039,0.941103,0.989375,3.20445,0,17718
174.4,0.987042,0.940986,0.989378,3.19878,0,17695.9
174.8,0.987041,0.940855,0.98938,3.19632,0,17670.4
175.2,0.987039,0.940718,0.989378,3.19746,0,17663.3
175.6,0.987037,0.940586,0.989375,3.2023,0,17666.7
176,0.987035,0.940481,0.989373,3.21072,0,17683.3
176.4,0.987032,0.940408,0.989371,3.22235,0,17712.3
176.8,0.987029,0.940382,0.989368,3.23664,0,17752.6
177.2,0.987027,0.940401,0.989365,3.25284,0,17802.4
177.6,0.987024,0.940468,0.989362,3.2701,0,17858.3
178,0.987021,0.94059,0.989359,3.28747,0,17920.5
178.4,0.987018,0.940749,0.989356,3.30404,0,17982.1
178.8,0.987016,0.940951,0.989353,3.31887,0,18045.6
179.2,0.987013,0.941181,0.989351,3.33137,0,18097.4
179.6,0.987013,0.941411,0.989348,3.34091,0,18144
180,0.987015,0.941643,0.98935,3.34714,0,18180.6
180.4,0.987018,0.941858,0.989353,3.34997,0,18205.9
180.8,0.98702,0.94205,0.989356,3.34953,0,18219.5
181.2,0.987023,0.942213,0.989358,3.34621,0,18221.7
181.6,0.987025,0.94234,0.989361,3.34057,0,18213.7
182,0.987027,0.942421,0.989363,3.33335,0,18197.4
