Tiempo,Acetona %w,Etanol %w,Butanol %w,Reflujo,Flujo de salida lateral,Carga térmica
2488,0.987083,0.977011,0.98943,8.53671,0.481029,37353.5
2488.4,0.987087,0.976928,0.989431,8.50211,0.478128,37226.8
2488.8,0.987092,0.976845,0.989431,8.46742,0.47373,37102.5
2489.2,0.987096,0.976762,0.989432,8.43279,0.467861,36981.2
2489.6,0.9871,0.97668,0.989433,8.39844,0.460553,36863.8
2490,0.9871,0.976597,0.989431,8.36464,0.45185,36751
2490.4,0.9871,0.976514,0.989429,8.33156,0.441806,36643.4
2490.8,0.9871,0.976438,0.989427,8.29942,0.430484,36541.7
2491.2,0.9871,0.976364,0.989425,8.26839,0.417953,36446.4
2491.6,0.987101,0.976293,0.989423,8.23866,0.404293,36358.2
2492,0.987101,0.976228,0.989421,8.21039,0.38959,36277.4
2492.4,0.9871,0.976165,0.989419,8.18373,0.373937,36204.4
2492.8,0.987097,0.97611,0.989416,8.15883,0.357435,36139.7
2493.2,0.987095,0.976058,0.989412,8.13582,0.340188,36083.6
2493.6,0.987092,0.976013,0.989408,8.11481,0.322306,36036.2
2494,0.98709,0.975974,0.989404,8.0959,0.303902,35997.8
2494.4,0.987087,0.97594,0.989399,8.07919,0.285092,35968.5
2494.8,0.987085,0.975914,0.989395,8.06474,0.265994,35948.5
2495.2,0.987082,0.975892,0.989391,8.05262,0.24673,35937.6
2495.6,0.987077,0.975881,0.989387,8.04289,0.227418,35936
2496,0.987073,0.975872,0.989383,8.03557,0.208179,35943.6
2496.4,0.987068,0.975873,0.989379,8.0307,0.18913,35960.2
2496.8,0.987064,0.97588,0.989375,8.02828,0.17039,35985.7
2497.2,0.987059,0.975892,0.98937,8.02833,0.152071,36019.9
2497.6,0.987055,0.975912,0.989367,8.03082,0.134285,36062.6
2498,0.98705,0.975936,0.989363,8.03574,0.117137,36113.6
2498.4,0.987046,0.97597,0.989359,8.04306,0.10073,36172.5
2498.8,0.987041,0.976007,0.989356,8.05273,0.0851607,36239
2499.2,0.987037,0.976052,0.989352,8.06471,0.0705196,36312.7
2499.6,0.987032,0.976099,0.989348,8.07893,0.0568918,36393.3
2500,0.987028,0.976154,0.989345,8.09532,0.0443556,36480.4
2500.4,0.987024,0.976211,0.989341,8.1138,0.0329823,36573.6
2500.8,0.98702,0.976275,0.989337,8.13427,0.0228361,36672
2501.2,0.987015,0.976339,0.989333,8.15664,0.0139735,36775.5
2501.6,0.987011,0.976412,0.98933,8.18078,0.00644345,36883.5
2502,0.987007,0.976484,0.989326,8.20659,3.36E-04,36995.3
2502.4,0.987003,0.976559,0.989322,8.2339,3.95E-05,37108.7
2502.8,0.986999,0.976636,0.989321,8.26244,2.04E-05,37223
2503.2,0.986995,0.976714,0.98932,8.29206,1.32E-05,37338.1
2503.6,0.986991,0.976791,0.989319,8.32264,1.15E-05,37454
2504,0.986987,0.976869,0.989318,8.35407,1.34E-05,37571.2
2504.4,0.986983,0.976946,0.989317,8.38627,1.88E-05,37689.7
2504.8,0.98698,0.977023,0.989316,8.4191,0.00272261,37809
2505.2,0.986978,0.9771,0.989315,8.45236,0.00768996,37927.9
2505.6,0.986977,0.977178,0.989314,8.48577,0.0140284,38045.4
2506,0.986975,0.977255,0.989313,8.51913,0.0217007,38160.6
2506.4,0.986974,0.977332,0.989314,8.55219,0.0306599,38272.6
2506.8,0.986972,0.977409,0.989316,8.58477,0.0408498,38380.5
2507.2,0.986971,0.977478,0.989317,8.61666,0.0522066,38483.5
2507.6,0.986969,0.977546,0.989319,8.64768,0.0646594,38581.1
2508,0.98697,0.97761,0.98932,8.67765,0.0781316,38672.3
2508.4,0.986971,0.977669,0.989322,8.70639,0.0925418,38756.7
2508.8,0.986973,0.977726,0.989323,8.73381,0.107804,38833.8
2509.2,0.986974,0.977775,0.989326,8.75965,0.12383,38903
2509.6,0.986975,0.977823,0.98933,8.78381,0.140526,38964
2510,0.986977,0.977862,0.989334,8.80613,0.157796,39016.5
2510.4,0.986978,0.977899,0.989338,8.82648,0.175544,39060
2510.8,0.98698,0.977928,0.989342,8.8447,0.193668,39094.3
2511.2,0.986984,0.977954,0.989345,8.86068,0.212067,39119.2
2511.6,0.986988,0.977973,0.989349,8.87428,0.230636,39134.5
2512,0.986992,0.977986,0.989353,8.8854,0.249269,39139.9
2512.4,0.986996,0.977994,0.989357,8.89392,0.267866,39135.5
2512.8,0.987,0.977994,0.989361,8.89978,0.286312,39121.1
2513.2,0.987004,0.977992,0.989365,8.9029,0.304504,39096.7
2513.6,0.987007,0.977979,0.989369,8.90323,0.322335,39062.5
2514,0.987012,0.977964,0.989373,8.90075,0.339699,39018.6
2514.4,0.987016,0.97794,0.989377,8.89545,0.356492,38965.1
2514.8,0.987021,0.977912,0.989381,8.88735,0.372612,38902.3
2515.2,0.987025,0.977878,0.989385,8.8765,0.387959,38830.7
2515.6,0.98703,0.977837,0.98939,8.86295,0.402437,38750.6
2516,0.987034,0.977793,0.989394,8.84679,0.415956,38662.5
2516.4,0.987038,0.977741,0.989398,8.82813,0.428428,38567
2516.8,0.987043,0.977686,0.989402,8.8071,0.439772,38464.5
2517.2,0.987047,0.977625,0.989406,8.78383,0.449912,38356.1
2517.6,0.987052,0.977561,0.98941,8.75851,0.458781,38242.4
2518,0.987056,0.977491,0.989414,8.73129,0.466318,38124.1
2518.4,0.987061,0.977419,0.989418,8.70238,0.472469,38002
2518.8,0.987065,0.977343,0.989422,8.67194,0.477191,37876.9
2519.2,0.98707,0.977264,0.989426,8.64027,0.480448,37749.8
2519.6,0.987074,0.977184,0.989429,8.60753,0.482214,37621.5
2520,0.987079,0.977103,0.989429,8.57396,0.482472,37493
2520.4,0.987083,0.977021,0.98943,8.53976,0.481216,37364.8
2520.8,0.987088,0.97694,0.989431,8.5052,0.478448,37237.9
2521.2,0.987092,0.976858,0.989431,8.47052,0.474183,37113.4
2521.6,0.987097,0.976777,0.989432,8.43584,0.468442,36991.8
2522,0.987099,0.976695,0.989432,8.40149,0.461261,36874.1
2522.4,0.987099,0.976613,0.989432,8.36763,0.45268,36760.8
2522.8,0.9871,0.976532,0.989429,8.33449,0.442753,36652.7
2523.2,0.9871,0.97645,0.989427,8.30226,0.431541,36550.5
2523.6,0.987101,0.976368,0.989425,8.27114,0.419114,36454.6
2524,0.987101,0.9763,0.989423,8.24124,0.405551,36365.7
2524.4,0.987101,0.976232,0.989421,8.21283,0.390936,36284.2
2524.8,0.9871,0.976172,0.989419,8.18603,0.375364,36210.6
2525.2,0.987097,0.976114,0.989417,8.16097,0.358933,36145.1
2525.6,0.987095,0.976063,0.989412,8.13778,0.341748,36088.2
2526,0.987092,0.976015,0.989408,8.11659,0.323917,36040.1
2526.4,0.98709,0.975978,0.989404,8.09749,0.305555,36000.9
2526.8,0.987087,0.975943,0.9894,8.08058,0.286776,35970.8
2527.2,0.987085,0.975916,0.989396,8.06593,0.267699,35949.9
2527.6,0.987082,0.975895,0.989392,8.0536,0.248444,35938.2
2528,0.987078,0.97588,0.989387,8.04365,0.229132,35935.8
2528.4,0.987073,0.975874,0.989383,8.03612,0.209881,35942.5
2528.8,0.987069,0.975871,0.989379,8.03103,0.190811,35958.3
2529.2,0.987064,0.975879,0.989375,8.0284,0.172038,35983
2529.6,0.98706,0.97589,0.989371,8.02822,0.153677,36016.5
2530,0.987055,0.97591,0.989367,8.0305,0.135839,36058.5
2530.4,0.987051,0.975935,0.989363,8.0352,0.11863,36108.7
2530.8,0.987046,0.975966,0.989359,8.04231,0.102154,36166.9
2531.2,0.987042,0.976004,0.989356,8.05178,0.0865058,36232.8
2531.6,0.987037,0.976045,0.989352,8.06355,0.0717787,36305.9
2532,0.987033,0.976096,0.989348,8.07758,0.0580575,36385.9
2532.4,0.987029,0.976147,0.989345,8.09378,0.0454212,36472.4
2532.8,0.987025,0.976207,0.989341,8.11207,0.0339419,36565.1
2533.2,0.98702,0.976267,0.989337,8.13237,0.0236842,36663.1
2533.6,0.987016,0.976336,0.989334,8.15457,0.0147055,36766.2
2534,0.987012,0.976404,0.98933,8.17857,0.00705527,36873.7
2534.4,0.987008,0.976478,0.989326,8.20424,7.75E-04,36985.2
2534.8,0.987004,0.976553,0.989323,8.23142,4.23E-05,37098.7
2535.2,0.987,0.976628,0.989322,8.25986,2.15E-05,37212.9
2535.6,0.986996,0.976705,0.98932,8.28939,1.36E-05,37327.9
2536,0.986991,0.976781,0.989319,8.31989,1.15E-05,37443.7
2536.4,0.986987,0.976858,0.989318,8.35125,1.31E-05,37560.6
2536.8,0.986983,0.976934,0.989317,8.38338,1.82E-05,37679.1
2537.2,0.98698,0.977011,0.989316,8.41616,0.00234883,37798.3
2537.6,0.986979,0.977087,0.989315,8.4494,0.0071928,37917.3
2538,0.986977,0.977164,0.989314,8.4828,0.0134107,38035.1
2538.4,0.986976,0.97724,0.989313,8.51617,0.0209663,38150.6
2538.8,0.986974,0.977317,0.989314,8.54927,0.0298133,38262.9
2539.2,0.986972,0.977393,0.989316,8.5819,0.0398964,38371.2
2539.6,0.986971,0.97747,0.989317,8.61386,0.0511522,38474.7
2540,0.986969,0.97754,0.989319,8.64496,0.0635107,38572.7
2540.4,0.98697,0.977604,0.98932,8.67503,0.0768955,38664.5
2540.8,0.986971,0.977665,0.989321,8.70389,0.0912258,38749.5
2541.2,0.986973,0.97772,0.989323,8.73144,0.106416,38827.2
2541.6,0.986974,0.977772,0.989326,8.75742,0.122377,38897.2
2542,0.986975,0.977818,0.98933,8.78174,0.139017,38958.9
2542.4,0.986976,0.97786,0.989334,8.80423,0.156241,39012.2
2542.8,0.986978,0.977895,0.989337,8.82475,0.17395,39056.5
2543.2,0.98698,0.977927,0.989341,8.84317,0.192045,39091.7
2543.6,0.986984,0.977952,0.989345,8.85935,0.210424,39117.4
2544,0.986988,0.977971,0.989349,8.87317,0.228982,39133.5
2544.4,0.986992,0.977986,0.989353,8.88451,0.247614,39139.8
2544.8,0.986996,0.977992,0.989356,8.89327,0.266218,39136.3
2545.2,0.986999,0.977997,0.989361,8.89937,0.284682,39122.8
2545.6,0.987003,0.97799,0.989365,8.90273,0.302901,39099.3
2546,0.987007,0.977981,0.989369,8.90331,0.320768,39066
2546.4,0.987011,0.977965,0.989373,8.90108,0.338178,39022.9
2546.8,0.987016,0.977943,0.989377,8.89604,0.355026,38970.2
2547.2,0.98702,0.977915,0.989381,8.88819,0.371209,38908.3
2547.6,0.987025,0.97788,0.989385,8.87757,0.386629,38837.4
2548,0.987029,0.977843,0.989389,8.86426,0.401188,38758
2548.4,0.987033,0.977795,0.989393,8.84833,0.414796,38670.6
2548.8,0.987038,0.977748,0.989397,8.82989,0.427364,38575.8
2549.2,0.987042,0.97769,0.989401,8.80906,0.438811,38474
2549.6,0.987047,0.977632,0.989405,8.78599,0.449061,38366.2
2550,0.987051,0.977565,0.989409,8.76083,0.458046,38252.8
2550.4,0.987056,0.977498,0.989413,8.73378,0.465703,38134.9
2550.8,0.98706,0.977425,0.989418,8.70501,0.47198,38013.1
2551.2,0.987065,0.977349,0.989422,8.67474,0.47683,37888.2
2551.6,0.987069,0.977272,0.989426,8.64316,0.480219,37761.2
2552,0.987074,0.97719,0.989429,8.6105,0.482118,37633
2552.4,0.987078,0.977108,0.989429,8.57699,0.48251,37504.6
2552.8,0.987083,0.977026,0.98943,8.54282,0.481389,37376.3
2553.2,0.987087,0.976943,0.98943,8.5083,0.478755,37249.1
2553.6,0.987091,0.97686,0.989431,8.47362,0.474622,37124.3
2554,0.987096,0.976777,0.989432,8.43894,0.469011,37002.5
2554.4,0.987099,0.976694,0.989432,8.40451,0.461956,36884.4
2554.8,0.9871,0.976611,0.989432,8.37059,0.453497,36770.7
2555.2,0.9871,0.976528,0.98943,8.33738,0.443688,36662.1
2555.6,0.9871,0.976451,0.989428,8.30505,0.432587,36559.3
2556,0.9871,0.976377,0.989425,8.27381,0.420265,36462.9
2556.4,0.987101,0.976305,0.989423,8.24384,0.406799,36373.3
2556.8,0.987101,0.97624,0.989421,8.21529,0.392275,36291.2
2557.2,0.9871,0.976175,0.989419,8.18834,0.376784,36216.8
2557.6,0.987097,0.97612,0.989417,8.16312,0.360425,36150.6
2558,0.987095,0.976065,0.989413,8.13976,0.343303,36092.9
2558.4,0.987093,0.976021,0.989409,8.11839,0.325525,36044
2558.8,0.98709,0.97598,0.989405,8.0991,0.307205,36004
2559.2,0.987088,0.975946,0.9894,8.08199,0.288458,35973.1
2559.6,0.987085,0.975918,0.989396,8.06713,0.269403,35951.4
2560,0.987083,0.975896,0.989392,8.0546,0.250159,35938.9
2560.4,0.987078,0.975883,0.989388,8.04444,0.230847,35935.6
2560.8,0.987074,0.975872,0.989384,8.03669,0.211586,35941.5
2561.2,0.987069,0.975873,0.989379,8.03138,0.192495,35956.5
2561.6,0.987065,0.975877,0.989375,8.02853,0.173691,35980.5
2562,0.98706,0.97589,0.989371,8.02814,0.155289,36013.2
2562.4,0.987056,0.975908,0.989367,8.0302,0.1374,36054.4
2562.8,0.987051,0.975932,0.989363,8.03469,0.120132,36103.9
2563.2,0.987047,0.975964,0.989359,8.04158,0.103586,36161.4
2563.6,0.987042,0.975999,0.989356,8.05084,0.0878605,36226.6
2564,0.987038,0.976044,0.989352,8.06242,0.0730479,36299.1
2564.4,0.987033,0.976089,0.989349,8.07624,0.0592341,36378.5
2564.8,0.987029,0.976144,0.989345,8.09225,0.0464985,36464.5
2565.2,0.987025,0.9762,0.989341,8.11037,0.0349136,36556.6
2565.6,0.987021,0.976264,0.989338,8.13049,0.0245449,36654.2
2566,0.987016,0.976328,0.989334,8.15253,0.0154505,36756.8
2566.4,0.987012,0.976399,0.98933,8.17637,0.00768041,36864
2566.8,0.987008,0.976471,0.989327,8.20189,0.00127711,36975.2
2567.2,0.987004,0.976545,0.989323,8.22899,4.52E-05,37088.7
2567.6,0.987,0.976622,0.989321,8.25732,2.26E-05,37202.8
2568,0.986996,0.9767,0.98932,8.28676,1.40E-05,37317.7
2568.4,0.986992,0.976777,0.989319,8.31717,1.15E-05,37433.4
2568.8,0.986988,0.976855,0.989318,8.34845,1.28E-05,37550.2
2569.2,0.986984,0.976933,0.989317,8.38052,1.76E-05,37668.5
2569.6,0.98698,0.97701,0.989316,8.41325,0.00198596,37787.7
2570,0.986979,0.977087,0.989315,8.44643,0.00670637,37906.8
2570.4,0.986977,0.977165,0.989314,8.47978,0.0128036,38024.6
2570.8,0.986976,0.977242,0.989313,8.51315,0.020242,38140.3
2571.2,0.986974,0.977319,0.989314,8.54633,0.0289764,38253
2571.6,0.986973,0.977396,0.989315,8.57903,0.0389522,38361.7
2572,0.986971,0.977465,0.989317,8.61106,0.0501066,38465.6
2572.4,0.98697,0.977534,0.989318,8.64224,0.0623701,38564.1
2572.8,0.98697,0.977599,0.98932,8.67241,0.075667,38656.6
2573.2,0.986971,0.977659,0.989321,8.70138,0.0899167,38742.3
2573.6,0.986972,0.977716,0.989323,8.72906,0.105034,38820.6
2574,0.986974,0.977767,0.989326,8.75518,0.120931,38891.3
2574.4,0.986975,0.977815,0.989329,8.77965,0.137514,38953.8
2574.8,0.986976,0.977855,0.989333,8.80231,0.15469,39007.8
2575.2,0.986978,0.977893,0.989337,8.82301,0.17236,39052.9
2575.6,0.98698,0.977923,0.989341,8.84163,0.190425,39088.9
2576,0.986984,0.97795,0.989345,8.85801,0.208782,39115.5
2576.4,0.986987,0.97797,0.989349,8.87204,0.227329,39132.5
2576.8,0.986991,0.977984,0.989352,8.88361,0.245959,39139.7
2577.2,0.986995,0.977993,0.989356,8.8926,0.264569,39137
2577.6,0.986999,0.977994,0.98936,8.89894,0.28305,39124.4
2578,0.987003,0.977993,0.989364,8.90255,0.301295,39101.8
2578.4,0.987007,0.977981,0.989368,8.90338,0.319198,39069.3
2578.8,0.987011,0.977967,0.989372,8.9014,0.336653,39027.1
2579.2,0.987015,0.977945,0.989377,8.8966,0.353554,38975.3
2579.6,0.98702,0.977917,0.989381,8.889,0.369801,38914.1
2580,0.987024,0.977885,0.989385,8.87863,0.385292,38844.1
2580.4,0.987029,0.977844,0.989389,8.86555,0.399932,38765.4
2580.8,0.987033,0.977801,0.989393,8.84985,0.413628,38678.7
2581.2,0.987038,0.97775,0.989397,8.83162,0.426292,38584.5
2581.6,0.987042,0.977696,0.989401,8.811,0.437842,38483.3
2582,0.987047,0.977636,0.989405,8.78812,0.448201,38376
2582.4,0.987051,0.977573,0.989409,8.76315,0.457301,38263.1
2582.8,0.987056,0.977503,0.989413,8.73626,0.465078,38145.5
2583.2,0.98706,0.977432,0.989417,8.70763,0.471479,38024
2583.6,0.987064,0.977357,0.989421,8.67748,0.476458,37899.4
2584,0.987069,0.977278,0.989425,8.64601,0.479978,37772.5
2584.4,0.987073,0.977199,0.989429,8.61344,0.48201,37644.3
2584.8,0.987078,0.977116,0.989429,8.57999,0.482537,37515.8
2585.2,0.987082,0.977032,0.98943,8.5459,0.48155,37387.4
2585.6,0.987087,0.976948,0.98943,8.51136,0.47905,37260.4
2586,0.987091,0.976864,0.989431,8.47667,0.475049,37135.4
2586.4,0.987096,0.97678,0.989432,8.44198,0.469569,37013.3
2586.8,0.987099,0.976698,0.989432,8.40756,0.46264,36894.8
2587.2,0.987099,0.976617,0.989432,8.3736,0.454304,36780.7
2587.6,0.9871,0.976536,0.98943,8.34032,0.444612,36671.7
2588,0.9871,0.976457,0.989428,8.30792,0.433624,36568.2
2588.4,0.9871,0.976384,0.989426,8.27658,0.421407,36471.2
2588.8,0.987101,0.976311,0.989423,8.24644,0.40804,36381
2589.2,0.987101,0.976245,0.989421,8.21777,0.393606,36298.1
2589.6,0.9871,0.976181,0.989419,8.19067,0.378197,36223.1
2590,0.987098,0.976125,0.989417,8.16529,0.361911,36156.2
2590.4,0.987095,0.976071,0.989413,8.14176,0.344852,36097.7
2590.8,0.987093,0.976025,0.989409,8.1202,0.327128,36048
2591.2,0.98709,0.975982,0.989405,8.10073,0.308851,36007.2
2591.6,0.987088,0.975949,0.989401,8.08342,0.290138,35975.4
2592,0.987085,0.97592,0.989397,8.06836,0.271105,35952.9
2592.4,0.987083,0.975899,0.989392,8.05562,0.251873,35939.6
2592.8,0.987078,0.975883,0.989388,8.04525,0.232564,35935.5
2593.2,0.987074,0.975874,0.989384,8.03728,0.213292,35940.6
2593.6,0.987069,0.975873,0.98938,8.03176,0.194181,35954.8
2594,0.987065,0.975875,0.989376,8.02868,0.175347,35978
2594.4,0.98706,0.975889,0.989371,8.02807,0.156905,36009.9
2594.8,0.987056,0.975905,0.989367,8.02991,0.138966,36050.4
2595.2,0.987051,0.97593,0.989364,8.03419,0.121638,36099.2
2595.6,0.987047,0.975961,0.98936,8.04087,0.105024,36156
2596,0.987042,0.975996,0.989356,8.04993,0.0892216,36220.5
2596.4,0.987038,0.97604,0.989353,8.0613,0.0743245,36292.4
2596.8,0.987033,0.976086,0.989349,8.07492,0.0604186,36371.2
2597.2,0.987029,0.976139,0.989345,8.09074,0.0475841,36456.6
2597.6,0.987025,0.976195,0.989342,8.10867,0.0358943,36548
2598,0.987021,0.976258,0.989338,8.12862,0.0254151,36645.1
2598.4,0.987017,0.976323,0.989334,8.1505,0.0162053,36747.3
2598.8,0.987013,0.976391,0.989331,8.17418,0.00831576,36854.2
2599.2,0.987009,0.976463,0.989327,8.19956,0.00178953,36965.1
2599.6,0.987004,0.976535,0.989324,8.22573,4.74E-05,37073.8
2600,0.987,0.976614,0.989322,8.25481,2.36E-05,37192.5
2600.4,0.986996,0.97669,0.98932,8.2842,1.45E-05,37307.8
2600.8,0.986992,0.976767,0.989319,8.31455,1.14E-05,37423.5
2601.2,0.986988,0.976843,0.989318,8.34576,1.25E-05,37540.2
2601.6,0.986984,0.976919,0.989317,8.37774,1.69E-05,37658.3
2602,0.98698,0.976996,0.989315,8.41039,0.00162624,37777.5
2602.4,0.986979,0.977072,0.989314,8.44351,0.00622544,37896.5
2602.8,0.986977,0.977148,0.989313,8.4769,0.0122034,38014.5
2603.2,0.986976,0.977225,0.989314,8.51026,0.0195254,38130.4
2603.6,0.986974,0.977301,0.989315,8.54344,0.0281473,38243.3
2604,0.986973,0.977377,0.989316,8.57617,0.0380154,38352.4
2604.4,0.986971,0.977454,0.989317,8.60826,0.0490677,38456.8
2604.8,0.98697,0.97753,0.989318,8.63953,0.0612354,38555.7
2605.2,0.98697,0.977592,0.989319,8.66979,0.0744433,38648.7
2605.6,0.986971,0.977655,0.98932,8.69889,0.0886114,38734.9
2606,0.986972,0.97771,0.989323,8.72665,0.103655,38813.9
2606.4,0.986974,0.977764,0.989326,8.75292,0.119486,38885.3
2606.8,0.986975,0.97781,0.98933,8.77754,0.136012,38948.6
2607.2,0.986976,0.977853,0.989333,8.80037,0.153139,39003.3
2607.6,0.986977,0.977889,0.989337,8.82126,0.170769,39049.3
2608,0.986979,0.977922,0.98934,8.84007,0.188803,39086.1
2608.4,0.986983,0.977947,0.989344,8.85666,0.207139,39113.5
2608.8,0.986987,0.97797,0.989347,8.87091,0.225673,39131.4
2609.2,0.986991,0.977983,0.989351,8.8827,0.2443,39139.5
2609.6,0.986995,0.977993,0.989355,8.89192,0.262918,39137.7
2610,0.986999,0.977995,0.989359,8.8985,0.281415,39125.9
2610.4,0.987003,0.977992,0.989363,8.90235,0.299686,39104.3
2610.8,0.987006,0.977984,0.989367,8.90343,0.317624,39072.7
2611.2,0.98701,0.977968,0.989371,8.9017,0.335123,39031.3
2611.6,0.987015,0.977949,0.989375,8.89715,0.352079,38980.3
2612,0.987019,0.97792,0.989379,8.8898,0.368389,38920
2612.4,0.987024,0.977888,0.989383,8.87967,0.383952,38850.7
2612.8,0.987028,0.977849,0.989386,8.86683,0.398672,38772.8
2613.2,0.987033,0.977805,0.98939,8.85136,0.412455,38686.8
2613.6,0.987037,0.977755,0.989394,8.83335,0.425215,38593.2
2614,0.987042,0.977701,0.989398,8.81293,0.436867,38492.6
2614.4,0.987046,0.977642,0.989402,8.79025,0.447335,38385.8
2614.8,0.987051,0.977578,0.989406,8.76545,0.45655,38273.4
2615.2,0.987055,0.977509,0.98941,8.73872,0.464447,38156.2
2615.6,0.98706,0.977439,0.989414,8.71025,0.470973,38035
2616,0.987064,0.977363,0.989418,8.68018,0.47608,37910.6
2616.4,0.987069,0.977286,0.989422,8.64883,0.479731,37783.8
2616.8,0.987073,0.977205,0.989426,8.61635,0.481896,37655.7
2617.2,0.987078,0.977122,0.98943,8.58298,0.482557,37527.3
2617.6,0.987082,0.97704,0.989431,8.54892,0.481705,37398.8
2618,0.987087,0.976957,0.989431,8.51444,0.479339,37271.6
2618.4,0.987091,0.976874,0.989431,8.47979,0.475471,37146.4
2618.8,0.987096,0.976791,0.989431,8.44512,0.470121,37024
2619.2,0.987099,0.976708,0.989431,8.41062,0.463319,36905.2
2619.6,0.987099,0.976625,0.989431,8.3766,0.455106,36790.7
2620,0.9871,0.976542,0.989431,8.34325,0.445532,36681.2
2620.4,0.9871,0.976465,0.989429,8.31075,0.434656,36577.1
2620.8,0.9871,0.97639,0.989426,8.27931,0.422546,36479.5
2621.2,0.987101,0.976317,0.989424,8.24906,0.409277,36388.7
2621.6,0.987101,0.976251,0.989421,8.22025,0.394934,36305.2
2622,0.9871,0.976186,0.989418,8.193,0.379607,36229.4
2622.4,0.987098,0.97613,0.989416,8.16746,0.363395,36161.7
2622.8,0.987095,0.976074,0.989413,8.14376,0.3464,36102.5
2623.2,0.987093,0.976029,0.989411,8.12203,0.32873,36052
2623.6,0.987091,0.975986,0.989407,8.10236,0.310497,36010.4
2624,0.987088,0.975952,0.989404,8.08486,0.291817,35977.9
2624.4,0.987086,0.975923,0.9894,8.0696,0.272808,35954.5
2624.8,0.987083,0.975899,0.989397,8.05665,0.253589,35940.4
2625.2,0.987079,0.975885,0.989394,8.04606,0.234279,35935.5
2625.6,0.987074,0.975873,0.98939,8.03787,0.214999,35939.7
2626,0.98707,0.975873,0.989387,8.03213,0.195869,35953.1
2626.4,0.987065,0.975876,0.989383,8.02884,0.177005,35975.5
2626.8,0.987061,0.975887,0.98938,8.02801,0.158522,36006.7
2627.2,0.987056,0.975904,0.989377,8.02963,0.140533,36046.4
2627.6,0.987052,0.975927,0.989373,8.03369,0.123146,36094.5
2628,0.987047,0.975958,0.98937,8.04016,0.106463,36150.6
2628.4,0.987043,0.975992,0.989366,8.04901,0.0905844,36214.4
2628.8,0.987038,0.976036,0.989363,8.06017,0.0756024,36285.7
2629.2,0.987034,0.97608,0.98936,8.0736,0.0616044,36363.9
2629.6,0.98703,0.976135,0.989356,8.08923,0.0486709,36448.7
2630,0.987026,0.976189,0.989353,8.10698,0.0368759,36539.6
2630.4,0.987022,0.976253,0.989349,8.12675,0.0262861,36636.2
2630.8,0.987017,0.976316,0.989346,8.14846,0.0169607,36738
2631.2,0.987013,0.976386,0.989343,8.17199,0.0089515,36844.5
2631.6,0.987009,0.976458,0.989339,8.19722,0.00230216,36955
2632,0.987005,0.976531,0.989336,8.22407,5.18E-05,37068.3
2632.4,0.987001,0.976609,0.989333,8.25219,2.52E-05,37182.4
2632.8,0.986997,0.976686,0.989329,8.28144,1.49E-05,37297.2
2633.2,0.986992,0.976763,0.989326,8.31169,1.17E-05,37412.7
2633.6,0.986988,0.976841,0.989322,8.34282,1.23E-05,37529.3
2634,0.986984,0.976918,0.989319,8.37476,1.64E-05,37647.3
2634.4,0.986981,0.976995,0.989316,8.40738,0.00128998,37766.5
2634.8,0.986979,0.977072,0.989314,8.44049,0.00576202,37885.6
2635.2,0.986978,0.97715,0.989315,8.47388,0.0116165,38003.8
2635.6,0.986976,0.977227,0.989315,8.50727,0.0188194,38120
2636,0.986974,0.977304,0.989316,8.54049,0.0273269,38233.2
2636.4,0.986973,0.977381,0.989316,8.57328,0.0370863,38342.6
2636.8,0.986971,0.977454,0.989316,8.60544,0.048036,38447.5
2637.2,0.98697,0.977521,0.989317,8.6368,0.0601076,38547
2637.6,0.98697,0.977589,0.989317,8.66716,0.0732266,38640.7
2638,0.986971,0.977648,0.98932,8.69636,0.087313,38727.5
2638.4,0.986972,0.977707,0.989324,8.72425,0.102283,38807.3
2638.8,0.986973,0.977758,0.989327,8.75065,0.118047,38879.3
2639.2,0.986975,0.977807,0.98933,8.77542,0.134516,38943.3
2639.6,0.986976,0.977848,0.989333,8.79841,0.151593,38998.8
2640,0.986977,0.977887,0.989336,8.81948,0.169183,39045.6
2640.4,0.986979,0.977918,0.989339,8.83847,0.187185,39083.2
2640.8,0.986983,0.977946,0.989342,8.85527,0.205498,39111.5
2641.2,0.986987,0.977966,0.989346,8.86973,0.224019,39130.2
2641.6,0.986991,0.977984,0.989349,8.88174,0.242643,39139.1
2642,0.986994,0.977991,0.989353,8.89122,0.261264,39138.3
2642.4,0.986998,0.977996,0.989357,8.89803,0.279776,39127.4
2642.8,0.987002,0.977992,0.989361,8.90213,0.298072,39106.6
2643.2,0.987006,0.977984,0.989364,8.90345,0.316044,39075.9
2643.6,0.98701,0.97797,0.989368,8.90198,0.333587,39035.4
2644,0.987014,0.977949,0.989372,8.89768,0.350596,38985.3
2644.4,0.987019,0.977924,0.989376,8.89058,0.366967,38925.8
2644.8,0.987023,0.97789,0.989379,8.8807,0.382601,38857.2
2645.2,0.987028,0.977853,0.989383,8.8681,0.3974,38780.1
2645.6,0.987032,0.977808,0.989387,8.85286,0.411272,38694.8
2646,0.987037,0.977761,0.98939,8.83507,0.424126,38601.8
2646.4,0.987041,0.977705,0.989394,8.81487,0.435881,38501.9
2646.8,0.987046,0.977648,0.989398,8.79238,0.446458,38395.4
2647.2,0.98705,0.977583,0.989402,8.76776,0.455788,38283.5
2647.6,0.987055,0.977518,0.989405,8.7412,0.463806,38166.7
2648,0.987059,0.977444,0.989409,8.71287,0.470456,38045.8
